https://www.tripadvisor.com/Hotel_Review-g28970-d84078-Reviews-or10-Hyatt_Regency_Washington_on_Capitol_Hill-Washington_DC_District_of_Columbia.html,Hyatt Regency Washington on Capitol Hill,"400 New Jersey Avenue NW, Washington DC, District of Columbia, 20001, United States",38.8952835,-77.0116817,Don't expect quiet,
https://www.tripadvisor.com/Hotel_Review-g28970-d84039-Reviews-or5-One_Washington_Circle_Hotel-Washington_DC_District_of_Columbia.html,One Washington Circle Hotel,"1 Washington Cir NW, Washington DC, District of Columbia, 20037-2347, United States",38.9033582,-77.049794,Overnight stay,"This hotel delivers 5-star service at a 3-star price. From the moment you arrive, you are treated like a queen. A friendly doorman opens the door and greets you with a smile. The lobby has fruit-infused water for guests. The front desk is manned by caring and helpful staff who are willing to go above and beyond for every guest. We arrived two hours early and when I asked if we could leave our bags, the front desk staff immediately offered to see if we could check in and then found us a room. The room was a spacious double/double suite with a huge kitchen. I could have cooked a Thanksgiving turkey in the oven! The kitchen has a full-size fridge, pots, pans, dishware, silverware, spatula, coffee maker, toaster, and even fresh coffee beans and a coffee grinder! You can order groceries from the front desk, but we popped over to a nearby CVS to get eggs, bagels, butter, and milk. This allowed us to make a delicious breakfast each morning before we set out on our adventures. We were delighted to return to our room and discover that Housekeeping had washed all our dishes each day. Thank you so much for going way above and beyond here. The room was spacious. We had two closets. The bathroom had a separate area for the shower and toilet. The water was hot and great pressure in the shower. The body wash and shampoo and condition smelled amazing. The whole place was very clean. The beds were luxurious and I felt like I was sleeping on a cloud. We had a nice balcony with a table and chairs. We heard a bit of street noise during the night, but that's to be expected in a city.The location is super convenient for DuPont Circle and Georgetown too. Easy walking or quick Uber. The metro ride from Union Station was quick and easy. The hotel was a block or two from the Foggy Bottom stop and 5-6 blocks from Farragut West. The hotel hosts a free wine hour for guests between 5-6 pm in the lobby, which was yet another great perk. Sandra and Tea felt like friends by the time we checked out and we will definitely be back here again to see them in the spring!This is truly the kind of place you want to come back to again and again and is our new home away from home in DC.Thank you so much for making our stay such a terrific experience!"
https://www.tripadvisor.com/Hotel_Review-g28970-d84039-Reviews-or15-One_Washington_Circle_Hotel-Washington_DC_District_of_Columbia.html,One Washington Circle Hotel,"1 Washington Cir NW, Washington DC, District of Columbia, 20037-2347, United States",38.9033582,-77.049794,Felt like family,"We had several family members stay at this hotel in October for the Marine Corps Marathon. It was a great location since we were across the circle from the Foggy Bottom metro station and from a Wholefoods and Starbucks. There was a happy hour in the lobby each night we were there and we enjoyed trying the different wines. It did get loud from sirens occasionally because there's a hospital across the circle, but it didn't keep me from getting a good nights sleep. The staff were very friendly and helpful. My TV wasn't working at 10:30pm, so I called and they sent someone up to fix it in a very timely manner. I would definitely stay here again."
https://www.tripadvisor.com/Hotel_Review-g28970-d84039-Reviews-or20-One_Washington_Circle_Hotel-Washington_DC_District_of_Columbia.html,One Washington Circle Hotel,"1 Washington Cir NW, Washington DC, District of Columbia, 20037-2347, United States",38.9033582,-77.049794,Washington DC,"We stayed for two nights and really enjoyed this affordable hotel. The furniture/style is a little outdated but that's the only 'negative' thing. The rooms are really big with a full working kitchen, big nice bed and decent shower. The hotel is walking distance to all the must sees in town and the staff were the friendliest but also very polite and that is what upgrades this hotel the most."
https://www.tripadvisor.com/Hotel_Review-g28970-d84039-Reviews-or25-One_Washington_Circle_Hotel-Washington_DC_District_of_Columbia.html,One Washington Circle Hotel,"1 Washington Cir NW, Washington DC, District of Columbia, 20037-2347, United States",38.9033582,-77.049794,Visiting our daughter who attends GW,"There are many things going for this hotel. Location is great, a short walk from Foggy Bottom metro station and a Whole Foods store. Also, great for jogging on the Potomac waterfront (about 7-8 minutes away from the hotel).The rooms are vast, especially comared to NYC. It has a big anteroom with plenty of space as well as a big open wardrobe space in the bathroom anteroom. Also, a full kitchen with everything you need to have meals in the room. We did not cook but it was handy to buy everything at Whole Foods and have breakfast on the balcony. A balcony! What a blessing. We spent every evening there taking advantage of the warm weather in October.All the staff with whom we interacted were very nice. When we could not turn on the TV and we called, they sent someone right away - turned out there was a switch on the wall you had to turn on first.The only slight drawback is that the bathroom itself is a bit tight but it's a very minor complaint considering acres of space in the suite.We love Washington and visit every year. We will be staying only at this hotel from here on in.Considering this is a 3 star hotel I actually found it to be much better than some 4 star hotels we have stayed. The rooms are huge, full kitchen, 1 and 1/2 bathroom and a great view from a huge balcony overlooking the circle. Try finding all this for the deal we got in DC, go ahead I will wait. It's ideal for a business trip or a family. We traveled the 4 of us for my husband's business trip. The location is perfect. Very ideal about 40 min walk to National mall, 20 from Vietnam memorial. Everything is relatively close. If you're a light sleeper it might not be ideal as there is a hospital, but it was fine for my toddler and infant. The one complaint I have is bothering people and having to use this service elevator thing to get outside each time with the stroller. It also makes it a little difficult if there are others with strollers or scooters or wheelchairs. A ramp might be a bit more ideal in this instance??? Also no automatic doors and there isn't always someone there to open the door for you. We only had the circle bistro (restaurant) for breakfast twice and it was pretty good. The beds are very comfy. It's basically a home away from home. Worked for us well."
https://www.tripadvisor.com/Hotel_Review-g28970-d84039-Reviews-or45-One_Washington_Circle_Hotel-Washington_DC_District_of_Columbia.html,One Washington Circle Hotel,"1 Washington Cir NW, Washington DC, District of Columbia, 20037-2347, United States",38.9033582,-77.049794,Sometimes the people that work at the place you stay make all the difference.,"Came here for a long weekend stay over the Labor Day weekend and overall enjoyed my stay here. The hotel provides a great value for the location and price. With that being said, the rooms could use some updating - the kitchens were pretty dated and the bathroom felt cramped. The pool was nice but the deck could also use a little TLC. The view of Washington Circle was spectacular from our balcony on the 8th floor, however. The customer service was excellent - I arrived early and they were very gracious in letting me store my bags before check-in and arranging other logistics of the stay. Always very polite. Overall a good solid hotel that provides excellent value for a convenient location in the West End, situated between Georgetown and Dupont Circle."
https://www.tripadvisor.com/Hotel_Review-g28970-d84039-Reviews-or50-One_Washington_Circle_Hotel-Washington_DC_District_of_Columbia.html,One Washington Circle Hotel,"1 Washington Cir NW, Washington DC, District of Columbia, 20037-2347, United States",38.9033582,-77.049794,Fabulous find,I booked this hotel because I had to drop my daughter off at college. I stayed one night with my daughter and was so sorry I didn’t book another night. When we first arrived they offered me a complimentary glass of wine. Then we went to our room and sat on our balcony overlooking the beautiful pool and listened to some great jazz music. Our room had a kitchen so we were able to cook our breakfast there and eat on the porch. The weather was gorgeous which made it even better. The bed was crazy comfortable and I was very sorry to have to leave early. I really should have booked another night. The price was cheaper than almost any of the other hotels I looked at. The staff was friendly and accommodating. If you pay for valet parking ahead of time it’s very cheap. You have access to your car as many times as you want. I can’t wait to visit my daughter and stay there again!
https://www.tripadvisor.com/Hotel_Review-g28970-d84039-Reviews-or75-One_Washington_Circle_Hotel-Washington_DC_District_of_Columbia.html,One Washington Circle Hotel,"1 Washington Cir NW, Washington DC, District of Columbia, 20037-2347, United States",38.9033582,-77.049794,A large living space in a great location,"We spent four nights at One Washington Circle. This was our first visit to this property, and after numerous visits to the Capital City, it would be difficult to find as much bang for the buck anywhere else. While there are some things we didn't like, overall this is a fantastic place to stay. Things we liked:Location, location, location. This is two blocks from the Foggy Bottom Metro Station, and within two blocks of three Zipcar outlets. You can't really do better than this for transportation. You're right off the GWU campus, and minutes away from anything in DC that's on the Metro. There are several great casual eating places within a half mile, in addition to the hotel restaurant. The staff at this hotel knows they are competing with the big chains, so I think they make a bigger effort to make up for that with exemplary level service and friendliness. Accommodations are very good for the price. This property isn't new, and could use a bit of sprucing up. But the rooms were comfortable, the linens soft, the bed was as good as what we have at home, and wr had more than enough space. We were in Room 403, which had a king bed, a sofa bed, a small kitchen, dining room, and a balcony overlooking the pool. The walk in closet was larger than my master closet at home. Maid service was excellent, and she was finished with the room before lunch. My only criticism is that the bathroom is small. However the hotel provides soaps, gels, and shampoos that rival the big chains. The kitchen is equipped with dishes and basic cooking utensils, a fridge, stove, microwave, toaster, and coffee maker. They even include a coffee grinder and fresh beans. For quick snacks, this hotel is two blocks from a Trader Joe's and a Whole Foods.We didn't use the pool, so I won't comment on it, but there is a patio overlooking the pool, and there is a guest laundry in the basement. The restaurant and bar is small, but provides great meals and cocktails. I would like to point out that the front desk was able to print out our museum tickets quickly. They also arranged our early morning airport transportation. Things I didn't like: this is across the circle from GWU Hospital, so ambulances came in at all hours. But we got used to it.Overall: this is our go-to place when we visit DC. The staff here helped make our visit very enjoyable."
https://www.tripadvisor.com/Hotel_Review-g28970-d84039-Reviews-or80-One_Washington_Circle_Hotel-Washington_DC_District_of_Columbia.html,One Washington Circle Hotel,"1 Washington Cir NW, Washington DC, District of Columbia, 20037-2347, United States",38.9033582,-77.049794,Family vaca,"Our family stayed here on vacation and we were very pleased with the hotel. We stayed in the one bedroom King suite and had plenty of room for our family of five. The large sitting area, dining area, balcony and full kitchen felt like a luxury to our large family. We found the place to be clean and the staff helpful and attentive. The hotel is only a couple of blocks from the Foggy Bottom metro and a short 15 minute walk down Pennsylvania Avenue to the White House. The area around the hotel had some great cafes and restaurants. We would definitely stay there again!"
https://www.tripadvisor.com/Hotel_Review-g28970-d84039-Reviews-or100-One_Washington_Circle_Hotel-Washington_DC_District_of_Columbia.html,One Washington Circle Hotel,"1 Washington Cir NW, Washington DC, District of Columbia, 20037-2347, United States",38.9033582,-77.049794,"Great location, Thanks Tommy","I lived in DC for nearly 40 years, so I knew One Washington Circle would be a good location... walking distance to two Metro lines as well as to Georgetown and tourist destinations. But I didn't know anyone who has stayed at the hotel, so I took a risk while back for a business trip. Desk staff were uniformly friendly and helpful. The hotel is directly on Washington Circle with a drive through covered entrance. I believe this was once an apartment building, so many of the rooms are suites. I booked through hotels.com and got a very good deal for a popular time in the city. I was upgraded to a large suite on the 9th floor (#905) with a huge bedroom with balcony. The layout was quirky to say the least. You enter a large foyer with a small closet, a full kitchen to the left with stove, refrigerator, microwave, but no dishwasher. From the foyer was a large walk-in closet that contained the bathroom sink, off of which was a tiny room with bathtub and toilet. This was nearly a deal-breaker: this room was so small that the shower curtain hung over your head when you sat on the toilet, and you needed to close the door in order to reach the toilet paper holder. Neither this tiny room, nor the large closet from which you entered it, nor the kitchen contained windows, so that end of the suite is very dark and claustrophobic. The main room, itself, was huge--I assume that as an apartment, it formerly accommodated living, dining and bedroom space. If they ever renovate, they could make much better use of the space overall. The large balcony overlooked a very nice-looking ground-level pool and lounge area. One warning: George Washington University Hospital is directly across the circle, so there is ambulance noise throughout the day and night. If you are a light sleeper (and I am not), know that sirens from motorcades also abound in this neighborhood, as it is en route to and from the White House, State Department and other government agencies. And as I experienced last DC trip when I stayed at the Embassy Row Hotel, both places were designed at a time when handicapped accessibility was not a concern; both places require you to walk up steps from the entrance to check-in with only a small, retrofitted luggage/wheelchair elevator off to the side. I would likely stay here again. I'm curious if the other units are less quirky than what I experienced."
